sieve_funcbb_3, 100001, 277.489481
sieve_funcbb_3, 200003, 279.018105
sieve_funcbb_3, 300005, 279.018105
sieve_funcbb_3, 400007, 279.018105
sieve_funcbb_3, 500009, 279.018105
sieve_funcbb_3, 600011, 278.973213
sieve_funcbb_3, 700013, 279.018105
sieve_funcbb_3, 800015, 279.018105
sieve_funcbb_3, 900017, 278.973213
sieve_funcbb_3, 1000019, 279.018105
sieve_funcbb_3, 1100021, 279.018105
sieve_funcbb_3, 1200023, 279.018105
sieve_funcbb_3, 1300025, 279.018105
sieve_funcbb_3, 1400027, 278.973213
sieve_funcbb_3, 1500029, 279.018105
sieve_funcbb_3, 1600031, 279.018105
sieve_funcbb_3, 1700033, 278.973213
sieve_funcbb_3, 1800035, 279.018105
sieve_funcbb_3, 1900037, 279.018105
sieve_funcbb_3, 2000039, 279.018105
sieve_funcbb_3, 2100041, 279.018105
sieve_funcbb_3, 2200043, 278.973213
sieve_funcbb_3, 2300045, 279.018105
sieve_funcbb_3, 2400047, 279.018105
sieve_funcbb_3, 2500049, 278.973213
sieve_funcbb_3, 2600051, 279.018105
sieve_funcbb_3, 2700053, 279.018105
sieve_funcbb_3, 2800055, 279.018105
sieve_funcbb_3, 2900057, 279.018105
sieve_funcbb_3, 3000059, 278.973213
sieve_funcbb_6, 3100062, 81.669128
sieve_funcbb_6, 3200066, 83.832888
sieve_funcbb_6, 3300072, 85.042998
sieve_funcbb_6, 3400082, 85.601360
sieve_funcbb_6, 3500105, 94.853233
sieve_funcbb_6, 3600107, 169.949962
sieve_funcbb_6, 3700117, 204.174028
sieve_funcbb_6, 3800127, 204.174028
sieve_funcbb_6, 3900137, 204.174028
sieve_funcbb_6, 4000147, 204.218917
sieve_funcbb_6, 4100157, 204.174028
sieve_funcbb_6, 4200167, 204.174028
sieve_funcbb_6, 4300177, 204.174028
sieve_funcbb_6, 4400187, 204.218917
sieve_funcbb_6, 4500197, 204.174028
sieve_funcbb_6, 4600207, 204.174028
sieve_funcbb_6, 4700217, 204.174028
sieve_funcbb_6, 4800227, 204.218917
sieve_funcbb_6, 4900237, 204.174028
sieve_funcbb_6, 5000247, 204.174028
sieve_funcbb_6, 5100257, 204.174028
sieve_funcbb_6, 5200267, 204.218917
sieve_funcbb_6, 5300277, 204.174028
sieve_funcbb_6, 5400287, 204.174028
sieve_funcbb_6, 5500297, 204.174028
sieve_funcbb_6, 5600300, 203.322012
sieve_funcbb_6, 5700401, 172.857090
sieve_funcbb_6, 5800444, 108.692789
sieve_funcbb_6, 5900497, 85.055017
sieve_funcbb_6, 6000514, 85.096674
sieve_funcbb_6, 6100537, 85.334259
sieve_funcbb_6, 6200542, 93.954113
sieve_funcbb_6, 6300549, 107.044597
sieve_funcbb_6, 6400660, 106.746607
sieve_funcbb_6, 6500693, 103.888524
sieve_funcbb_6, 6600811, 102.930863
sieve_funcbb_6, 6700838, 102.655856
sieve_funcbb_6, 6800848, 102.694709
sieve_funcbb_6, 6900984, 102.433608
sieve_funcbb_6, 7000994, 102.694709
sieve_funcbb_6, 7101130, 102.433608
sieve_funcbb_6, 7201140, 102.694709
sieve_funcbb_6, 7301276, 102.433608
sieve_funcbb_6, 7401286, 102.694709
sieve_funcbb_6, 7501422, 102.433608
sieve_funcbb_6, 7601432, 102.694709
sieve_funcbb_6, 7701568, 102.433608
sieve_funcbb_6, 7801578, 102.694709
sieve_funcbb_6, 7901714, 102.433608
sieve_funcbb_6, 8001724, 102.694709
sieve_funcbb_6, 8101860, 102.433608
sieve_funcbb_6, 8201870, 102.694709
sieve_funcbb_6, 8302006, 102.433608
sieve_funcbb_6, 8402016, 102.694709
sieve_funcbb_6, 8502152, 102.433608
sieve_funcbb_6, 8602162, 102.694709
sieve_funcbb_6, 8702298, 102.433608
sieve_funcbb_6, 8802308, 102.694709
sieve_funcbb_6, 8902444, 102.433608
sieve_funcbb_6, 9002454, 102.694709
sieve_funcbb_6, 9102590, 102.433608
sieve_funcbb_6, 9202600, 102.694709
sieve_funcbb_6, 9302736, 102.433608
sieve_funcbb_6, 9402746, 102.694709
sieve_funcbb_6, 9502882, 102.433608
sieve_funcbb_6, 9602892, 102.694709
sieve_funcbb_6, 9703028, 102.433608
sieve_funcbb_6, 9803038, 102.694709
sieve_funcbb_6, 9903174, 102.433608
sieve_funcbb_6, 10003184, 102.694709
sieve_funcbb_6, 10103320, 102.433608
sieve_funcbb_6, 10203330, 102.694709
sieve_funcbb_6, 10303466, 102.433608
sieve_funcbb_6, 10403476, 102.694709
sieve_funcbb_6, 10503612, 102.433608
sieve_funcbb_6, 10603622, 102.694709
sieve_funcbb_6, 10703758, 102.433608
sieve_funcbb_6, 10803768, 102.694709
sieve_funcbb_6, 10903904, 102.433608
sieve_funcbb_6, 11003914, 102.694709
sieve_funcbb_6, 11104050, 102.433608
sieve_funcbb_6, 11204060, 102.694709
sieve_funcbb_6, 11304196, 102.433608
sieve_funcbb_6, 11404206, 102.694709
sieve_funcbb_6, 11504342, 102.433608
sieve_funcbb_6, 11604352, 102.694709
sieve_funcbb_6, 11704488, 102.433608
sieve_funcbb_6, 11804498, 102.694709
sieve_funcbb_6, 11904634, 102.433608
sieve_funcbb_6, 12004644, 102.694709
sieve_funcbb_6, 12104780, 102.433608
sieve_funcbb_6, 12204790, 102.694709
sieve_funcbb_6, 12304926, 102.433608
sieve_funcbb_6, 12404936, 102.694709
sieve_funcbb_6, 12505072, 102.433608
sieve_funcbb_6, 12605082, 102.694709
sieve_funcbb_6, 12705218, 102.433608
sieve_funcbb_6, 12805228, 102.694709
sieve_funcbb_6, 12905364, 102.433608
sieve_funcbb_6, 13005374, 102.694709
sieve_funcbb_6, 13105510, 102.433608
sieve_funcbb_6, 13205520, 102.694709
sieve_funcbb_6, 13305656, 102.433608
sieve_funcbb_6, 13405666, 102.694709
sieve_funcbb_6, 13505802, 102.433608
sieve_funcbb_6, 13605812, 102.694709
sieve_funcbb_6, 13705893, 102.407287
sieve_funcbb_6, 13806021, 102.495450
sieve_funcbb_6, 13906057, 102.556523
sieve_funcbb_6, 14006111, 102.524903
sieve_funcbb_6, 14106220, 102.272238
sieve_funcbb_6, 14206236, 102.033452
sieve_funcbb_6, 14306251, 101.677713
sieve_funcbb_6, 14406386, 99.216044
sieve_funcbb_6, 14506434, 92.305684
sieve_funcbb_6, 14606437, 87.234314
sieve_funcbb_6, 14706501, 84.791384
sieve_funcbb_6, 14806510, 90.554327
sieve_funcbb_6, 14906618, 106.177028
sieve_funcbb_6, 15006724, 107.821102
sieve_funcbb_6, 15106762, 105.154178
sieve_funcbb_6, 15206807, 103.868522
